704006009080010000003020450000000002056000780100000000025030100000040060900500307 # 27 # 10 # 2022 # 001 # 2022-10-27 # 81 # 2022-10-27-SC--001 # SC #  # Cracking The Cryptic # Easy # 220 # 0:15:11 #  # FH NS
000803000008005602057000080700000000100436007000000908020000750906300000000104000 # 25 # 09 # 2008 # 01155 # 2008-09-25 # 81 # 2008-09-25-TG-TGH-01155 # TG # TGH # Telegraph # Medium # 374 #  #  # 
001960200000007000000020009140000900800000002307009018900040000000100000006572100 # 12 # 01 # 2012 # 02187 # 2012-01-12 # 81 # 2012-01-12-TG-TGH-02187 # TG # TGH # Telegraph # Medium # 374 #  #  # 
030040060900020004010500002087009000040080000000100480500000070300060001020050090 # 29 # 01 # 2014 # 02832 # 2014-01-29 # 81 # 2014-01-29-TG-TGH-02832 # TG # TGH # Telegraph # Medium # 374 #  #  # 
000060302000800000042000090000300015500000409470008000039000170000007003107090000 # 01 # 05 # 2019 # 04750 # 2019-05-01 # 81 # 2019-05-01-TG-TGH-04750 # TG # TGH # Telegraph # Medium # 374 #  #  # 
000021080051009070804000009000000000500903006000080000006000702010600340070140000 # 08 # 02 # 2020 # 05033 # 2020-02-08 # 81 # 2020-02-08-TG-TGH-05033 # TG # TGH # Telegraph # Medium # 374 #  #  # 
509000000030007000700400002370000081098000300410000006200008034000500060000000709 # 29 # 04 # 2020 # 05114 # 2020-04-29 # 81 # 2020-04-29-TG-TGH-05114 # TG # TGH # Telegraph # Medium # 374 #  #  # 
400503608082006450000000000600000007009308200100000004000000000065200300307604001 # 18 # 08 # 2010 # 01748 # 2010-08-18 # 81 # 2010-08-18-TG-TGH-01748 # TG # TGH # Telegraph # Medium # 376 #  #  # 
000060209000100000000902610018020004230000057400050080064501000000004000105070000 # 04 # 05 # 2011 # 01970 # 2011-05-04 # 81 # 2011-05-04-TG-TGH-01970 # TG # TGH # Telegraph # Medium # 376 #  #  # 
043020009091000000050900200007508400000030000004201700002007060000000970300080150 # 26 # 12 # 2012 # 02486 # 2012-12-26 # 81 # 2012-12-26-TG-TGH-02486 # TG # TGH # Telegraph # Medium # 376 #  #  # 
050006004400080000006020100090031056000000000510760020002040800000070019700100040 # 08 # 09 # 2018 # 04515 # 2018-09-08 # 81 # 2018-09-08-TG-TGH-04515 # TG # TGH # Telegraph # Medium # 376 #  #  # 
500000008027000560000000204006708040000291000080405300105000000072000930800000006 # 17 # 10 # 2018 # 04554 # 2018-10-17 # 81 # 2018-10-17-TG-TGH-04554 # TG # TGH # Telegraph # Medium # 376 #  #  # 
390000086200059000076000050800940000000060000000012003060000370000570008130000095 # 02 # 09 # 2020 # 05240 # 2020-09-02 # 81 # 2020-09-02-TG-TGH-05240 # TG # TGH # Telegraph # Medium # 376 #  #  # 
900502006000000800070060400009104200030000010002906500023080050005000000800605001 # 03 # 03 # 2022 # 05787 # 2022-03-03 # 81 # 2022-03-03-TG-TGH-05787 # TG # TGH # Telegraph # Medium # 376 #  #  # 
500809000800000903001030600000010000092000710000093000004000800600002001000701004 # 08 # 12 # 2011 # 02157 # 2011-12-08 # 81 # 2011-12-08-TG-TGH-02157 # TG # TGH # Telegraph # Medium # 378 #  #  # 
008600100150009070000008005040000000092061000000000030900800000030500064006003800 # 14 # 06 # 2012 # 02319 # 2012-06-14 # 81 # 2012-06-14-TG-TGH-02319 # TG # TGH # Telegraph # Medium # 378 #  #  # 
208000003000050100000670000005003009020080030806700500000047000001000020300000705 # 30 # 06 # 2016 # 03715 # 2016-06-30 # 81 # 2016-06-30-TG-TGH-03715 # TG # TGH # Telegraph # Medium # 378 #  #  # 
000621000005000000070000940900250000010806070000007002030000060000000100060174003 # 13 # 02 # 2019 # 04673 # 2019-02-13 # 81 # 2019-02-13-TG-TGH-04673 # TG # TGH # Telegraph # Medium # 378 #  #  # 
005009700069010040001003000090050007002000500103040020000800000040000230007200000 # 23 # 02 # 2019 # 04683 # 2019-02-23 # 81 # 2019-02-23-TG-TGH-04683 # TG # TGH # Telegraph # Medium # 378 #  #  # 
000100020300260004001098003000800040006000300070002000000700000500013009030005060 # 25 # 03 # 2020 # 05079 # 2020-03-25 # 81 # 2020-03-25-TG-TGH-05079 # TG # TGH # Telegraph # Medium # 378 #  #  # 
590000002006701000030420000001050800050000070003000900000084020040203500300000046 # 04 # 12 # 2008 # 01215 # 2008-12-04 # 81 # 2008-12-04-TG-TGH-01215 # TG # TGH # Telegraph # Medium # 380 #  #  # 
540003069000400000900856000070000004003000200200000050000285006001000000450700093 # 23 # 12 # 2017 # 04256 # 2017-12-23 # 81 # 2017-12-23-TG-TGH-04256 # TG # TGH # Telegraph # Medium # 380 #  #  # 
290806000301007906000000000070000602005102700902000040000000000700600503000003081 # 21 # 12 # 2019 # 04984 # 2019-12-21 # 81 # 2019-12-21-TG-TGH-04984 # TG # TGH # Telegraph # Medium # 380 #  #  # 
109704500034000000000612000800000004000527000700000002000379000000000760000208905 # 24 # 06 # 2020 # 05170 # 2020-06-24 # 81 # 2020-06-24-TG-TGH-05170 # TG # TGH # Telegraph # Medium # 380 #  #  # 
000009800100000000200000017001076300090518060007930200830000075000000006005300000 # 21 # 04 # 2022 # 05836 # 2022-04-21 # 81 # 2022-04-21-TG-TGH-05836 # TG # TGH # Telegraph # Medium # 380 #  #  # 
900001004580006010000320000304502080000000000090408705000053000010200053400100009 # 06 # 11 # 2013 # 02756 # 2013-11-06 # 81 # 2013-11-06-TG-TGH-02756 # TG # TGH # Telegraph # Medium # 382 #  #  # 
852000001000130000000008700260093007700000009300740062004900000000026000900000573 # 01 # 10 # 2015 # 03442 # 2015-10-01 # 81 # 2015-10-01-TG-TGH-03442 # TG # TGH # Telegraph # Medium # 382 #  #  # 
510000900000080430000509000800790010000000000050068002000103000040000200003000078 # 20 # 06 # 2018 # 04435 # 2018-06-20 # 81 # 2018-06-20-TG-TGH-04435 # TG # TGH # Telegraph # Medium # 382 #  #  # 
306080005000754002007000000208000000090000040000000201000006500500923060800010007 # 08 # 10 # 2009 # 01479 # 2009-10-08 # 81 # 2009-10-08-TG-TGH-01479 # TG # TGH # Telegraph # Medium # 384 #  #  # 
406102000021034080000000000000006000200010097000340000000000000070560930000207601 # 28 # 04 # 2011 # 01965 # 2011-04-28 # 81 # 2011-04-28-TG-TGH-01965 # TG # TGH # Telegraph # Medium # 384 #  #  # 
000000000280000090006500204000702900008000600003104000802907500750000023004000000 # 19 # 10 # 2011 # 02114 # 2011-10-19 # 81 # 2011-10-19-TG-TGH-02114 # TG # TGH # Telegraph # Medium # 384 #  #  # 
000610000308000000002030051040020070009000600070080030050070420000050306000061000 # 24 # 10 # 2012 # 02432 # 2012-10-24 # 81 # 2012-10-24-TG-TGH-02432 # TG # TGH # Telegraph # Medium # 384 #  #  # 
500090006020000003004237000700400005000000060806005007000913700900000010000050004 # 12 # 12 # 2013 # 02787 # 2013-12-12 # 81 # 2013-12-12-TG-TGH-02787 # TG # TGH # Telegraph # Medium # 384 #  #  # 
602009001000000004000002780001600009005000400904008300056900000800000000300105007 # 15 # 01 # 2014 # 02818 # 2014-01-15 # 81 # 2014-01-15-TG-TGH-02818 # TG # TGH # Telegraph # Medium # 384 #  #  # 
005002007000090000000800400012004530600000008037500190008005000000030000100068300 # 14 # 05 # 2015 # 03302 # 2015-05-14 # 81 # 2015-05-14-TG-TGH-03302 # TG # TGH # Telegraph # Medium # 384 #  #  # 
000500010001040630000002000950008064007000500020600089000200000002070340060003000 # 18 # 12 # 2015 # 03520 # 2015-12-18 # 81 # 2015-12-18-TG-DIAB-03520 # TG # DIAB # Telegraph # Medium # 384 #  #  # 
003000400000050008008100530200079100300000004009510000062007901000040000007000200 # 14 # 03 # 2019 # 04702 # 2019-03-14 # 81 # 2019-03-14-TG-TGH-04702 # TG # TGH # Telegraph # Medium # 384 #  #  # 
000000000050200060006703900820904007500000001300600092000108300070502010000000000 # 08 # 01 # 2020 # 05002 # 2020-01-08 # 81 # 2020-01-08-TG-TGH-05002 # TG # TGH # Telegraph # Medium # 384 #  #  # 
000103508740000006000050004050031000004000100000470090000080000609000081002306000 # 18 # 03 # 2021 # 05437 # 2021-03-18 # 81 # 2021-03-18-TG-TGH-05437 # TG # TGH # Telegraph # Medium # 384 #  #  # 
500000200009700060002390000410050000000209100000080076000023700050406300004000000 # 03 # 11 # 2021 # 05667 # 2021-11-03 # 81 # 2021-11-03-TG-TGH-05667 # TG # TGH # Telegraph # Medium # 384 #  #  # 
021700530000000060500009002050007096090000020270800010000600001040000000010005400 # 02 # 03 # 2022 # 05786 # 2022-03-02 # 81 # 2022-03-02-TG-TGH-05786 # TG # TGH # Telegraph # Medium # 384 #  #  # 
000090250904000008050006000006205400800000001001703900000600040000000509070350000 # 14 # 04 # 2022 # 05829 # 2022-04-14 # 81 # 2022-04-14-TG-TGH-05829 # TG # TGH # Telegraph # Medium # 384 #  #  # 
600000000058700030000452000870000005104000603300000070000210000090064210000000009 # 16 # 07 # 2022 # 05922 # 2022-07-16 # 81 # 2022-07-16-TG-TGH-05922 # TG # TGH # Telegraph # Medium # 384 #  #  # 
000000000300100060528000030800092000052010970000740006007000129080006003000000000 # 24 # 09 # 2022 # 05992 # 2022-09-24 # 81 # 2022-09-24-TG-TGH-05992 # TG # TGH # Telegraph # Medium # 384 #  #  # 
070018094040000067200000010000059006000040000300180000090000001710000080680530070 # 27 # 10 # 2022 # 010 # 2022-10-27 # 81 # 2022-10-27-SC--010 # SC #  # Cracking The Cryptic # Medium # 386 # 0:22:01 #  # FH NS HS LP
007000205030502070100040000400006007002090600600300001000030008070205060509000300 # 17 # 04 # 2013 # 02582 # 2013-04-17 # 81 # 2013-04-17-TG-TGH-02582 # TG # TGH # Telegraph # Medium # 386 #  #  # 
070860040000001020000090006049080670000907000087030500200070000090400000010056080 # 27 # 08 # 2014 # 03042 # 2014-08-27 # 81 # 2014-08-27-TG-TGH-03042 # TG # TGH # Telegraph # Medium # 386 #  #  # 
030705400050204070000010000100000009920000063700900001000040000040601030002307090 # 28 # 03 # 2015 # 03255 # 2015-03-28 # 81 # 2015-03-28-TG-TGH-03255 # TG # TGH # Telegraph # Medium # 386 #  #  # 
000004007010000590057090800000036000706040301000510000005080240092000070800700000 # 14 # 11 # 2015 # 03486 # 2015-11-14 # 81 # 2015-11-14-TG-TGH-03486 # TG # TGH # Telegraph # Medium # 386 #  #  # 
000704000020090030908200000601087300004000800002340006000005703070020010000401000 # 09 # 08 # 2017 # 04120 # 2017-08-09 # 81 # 2017-08-09-TG-TGH-04120 # TG # TGH # Telegraph # Medium # 386 #  #  # 
004080200010070004000309510060000050001050900030000040027608000800030020005020800 # 16 # 11 # 2017 # 04219 # 2017-11-16 # 81 # 2017-11-16-TG-TGH-04219 # TG # TGH # Telegraph # Medium # 386 #  #  # 
306009840000000050008300600002000010100403007080000300007002400060000000200000701 # 04 # 03 # 2010 # 01605 # 2010-03-04 # 81 # 2010-03-04-TG-TGH-01605 # TG # TGH # Telegraph # Medium # 388 #  #  # 
600090000070060021002000003006000710000501000019000400700000300840020075000070000 # 19 # 11 # 2014 # 03126 # 2014-11-19 # 81 # 2014-11-19-TG-TGH-03126 # TG # TGH # Telegraph # Medium # 388 #  #  # 
060005008000000070900008001006030200009400780004090600800001002050000000600700030 # 20 # 12 # 2018 # 04618 # 2018-12-20 # 81 # 2018-12-20-TG-TGH-04618 # TG # TGH # Telegraph # Medium # 388 #  #  # 
000040800807000214000010000060100070408709500030004000000000000510000602004030000 # 04 # 06 # 2020 # 05150 # 2020-06-04 # 81 # 2020-06-04-TG-TGH-05150 # TG # TGH # Telegraph # Medium # 388 #  #  # 
006900010000070049070300802000002000103000405000800000401007050580030000090004200 # 27 # 10 # 2022 # 09 # 2022-10-27 # 81 # 2022-10-27-SSP--09 # SSP #  # Cracking The Cryptic # Medium # 390 # 0:13:48 #  # FH NS HS LCT1
002080070007000800500000009806300900070409080010008605200000004008000100090020700 # 09 # 09 # 2010 # 01767 # 2010-09-09 # 81 # 2010-09-09-TG-TGH-01767 # TG # TGH # Telegraph # Medium # 390 #  #  # 
908503000300020000705000000000000150007201800081000700000040309000060008000709405 # 30 # 03 # 2011 # 01940 # 2011-03-30 # 81 # 2011-03-30-TG-TGH-01940 # TG # TGH # Telegraph # Medium # 390 #  #  # 
000102007005706000072000090000000701067000930001007000030000680000609300900301000 # 14 # 06 # 2017 # 04064 # 2017-06-14 # 81 # 2017-06-14-TG-TGH-04064 # TG # TGH # Telegraph # Medium # 390 #  #  # 
000305000005000603040860050410000092000040000850000014080090030704000900000503000 # 02 # 09 # 2017 # 04144 # 2017-09-02 # 81 # 2017-09-02-TG-TGH-04144 # TG # TGH # Telegraph # Medium # 390 #  #  # 
810607003300010090070805000002000500040000010008000900000906080090070006000501040 # 01 # 02 # 2018 # 04296 # 2018-02-01 # 81 # 2018-02-01-TG-TGH-04296 # TG # TGH # Telegraph # Medium # 390 #  #  # 
705000000800070001006030402004703005000000000200401800301080000600040007002000608 # 14 # 02 # 2018 # 04309 # 2018-02-14 # 81 # 2018-02-14-TG-TGH-04309 # TG # TGH # Telegraph # Medium # 390 #  #  # 
100000504073000000000204060007005000040316050000870900080709000000000620209000005 # 22 # 02 # 2018 # 04317 # 2018-02-22 # 81 # 2018-02-22-TG-TGH-04317 # TG # TGH # Telegraph # Medium # 390 #  #  # 
102050309000400800700010000000940080001006500090002000000020005007004000304070908 # 17 # 03 # 2018 # 04340 # 2018-03-17 # 81 # 2018-03-17-TG-TGH-04340 # TG # TGH # Telegraph # Medium # 390 #  #  # 
000370204000020005009400700021000396000000000934000800003002100800030000500041000 # 23 # 06 # 2018 # 04438 # 2018-06-23 # 81 # 2018-06-23-TG-TGH-04438 # TG # TGH # Telegraph # Medium # 390 #  #  # 
038040010000030040000980000006300070007050100010004600000097200070060000090010450 # 16 # 10 # 2019 # 04918 # 2019-10-16 # 81 # 2019-10-16-TG-TGH-04918 # TG # TGH # Telegraph # Medium # 390 #  #  # 
000000600020050078008460005000005162800000009306900000700049200930070040000000000 # 28 # 03 # 2020 # 05082 # 2020-03-28 # 81 # 2020-03-28-TG-TGH-05082 # TG # TGH # Telegraph # Medium # 390 #  #  # 
000000000800013400205000100000009601900108007104500000001080504002460009000090000 # 02 # 09 # 2021 # 05605 # 2021-09-02 # 81 # 2021-09-02-TG-TGH-05605 # TG # TGH # Telegraph # Medium # 390 #  #  # 
080000703070000000002090500009307201000401009507002400004010800000000060208000040 # 05 # 01 # 2022 # 05730 # 2022-01-05 # 81 # 2022-01-05-TG-TGH-05730 # TG # TGH # Telegraph # Medium # 390 #  #  # 
052070400700000009040826000000104090010000040090203000000632080500000004006010320 # 30 # 07 # 2008 # 01106 # 2008-07-30 # 81 # 2008-07-30-TG-TGH-01106 # TG # TGH # Telegraph # Medium # 392 #  #  # 
000400320100008050000000700800509000206000100500207000008000000070080006045003000 # 17 # 03 # 2010 # 01616 # 2010-03-17 # 81 # 2010-03-17-TG-TGH-01616 # TG # TGH # Telegraph # Medium # 392 #  #  # 
000091700000427009900000001612000057000000000750000942300000006800149000007650000 # 19 # 07 # 2012 # 02349 # 2012-07-19 # 81 # 2012-07-19-TG-TGH-02349 # TG # TGH # Telegraph # Medium # 392 #  #  # 
000930001092540060000008090000010075007000800680070000040100000070089530300054000 # 31 # 10 # 2012 # 02438 # 2012-10-31 # 81 # 2012-10-31-TG-TGH-02438 # TG # TGH # Telegraph # Medium # 392 #  #  # 
300400050000005074000030020090000000006000508000000040070060000400280007210007009 # 15 # 02 # 2014 # 02849 # 2014-02-15 # 81 # 2014-02-15-TG-TGH-02849 # TG # TGH # Telegraph # Medium # 392 #  #  # 
500090040000010003009005000000700800960000002017008000000607100400030000070000094 # 21 # 02 # 2015 # 03220 # 2015-02-21 # 81 # 2015-02-21-TG-TGH-03220 # TG # TGH # Telegraph # Medium # 392 #  #  # 
041000700800500000705010008900000000080406020030000000500070301000008009002000040 # 12 # 12 # 2015 # 03514 # 2015-12-12 # 81 # 2015-12-12-TG-TGH-03514 # TG # TGH # Telegraph # Medium # 392 #  #  # 
502000000000700100090823070030006000400000001000200090000631020004000300000000807 # 08 # 06 # 2017 # 04058 # 2017-06-08 # 81 # 2017-06-08-TG-TGH-04058 # TG # TGH # Telegraph # Medium # 392 #  #  # 
000700000800090753070008060403050007010000080500070109020600040756040008000003000 # 21 # 11 # 2018 # 04589 # 2018-11-21 # 81 # 2018-11-21-TG-TGH-04589 # TG # TGH # Telegraph # Medium # 392 #  #  # 
000000500107060209952000010070090000200504006000020090090000847603050901004000000 # 18 # 04 # 2019 # 04737 # 2019-04-18 # 81 # 2019-04-18-TG-TGH-04737 # TG # TGH # Telegraph # Medium # 392 #  #  # 
047000030390020006600000008060049000034000560000630090100000007500090014070000680 # 08 # 07 # 2021 # 05549 # 2021-07-08 # 81 # 2021-07-08-TG-TGH-05549 # TG # TGH # Telegraph # Medium # 392 #  #  # 
010007800700000064030006020002000900560043002000000056008000690000000000000970000 # 06 # 11 # 2022 #  # 2022-11-06 # 81 # 2022-11-06-EP-DIF # EP # DIF # El Pais # Medium # 392 #  #  # FH NS HS LP
000050600900001350400600070009120000000000100008005436070000020000030500805006000 # 23 # 10 # 2022 #  # 2022-10-23 # 81 # 2022-10-23-EP-EXP # EP # EXP # El Pais # Medium # 394 # 0:29:48 #  # FH NS HS LP
000700130002006079000020000000070000090302080000015000000060000760400500024809700 # 29 # 10 # 2009 # 01497 # 2009-10-29 # 81 # 2009-10-29-TG-TGH-01497 # TG # TGH # Telegraph # Medium # 394 #  #  # 
030500000700010083506900000607000100014000630000000205000009004890020000000003010 # 07 # 03 # 2015 # 03234 # 2015-03-07 # 81 # 2015-03-07-TG-TGH-03234 # TG # TGH # Telegraph # Medium # 394 #  #  # 
000000000020360008010070064003008040100000007090400630940007080600091050000000000 # 17 # 02 # 2018 # 04312 # 2018-02-17 # 81 # 2018-02-17-TG-TGH-04312 # TG # TGH # Telegraph # Medium # 394 #  #  # 
000060005001000000025090610710009003000000000800300029070050490000000702500870000 # 21 # 07 # 2018 # 04466 # 2018-07-21 # 81 # 2018-07-21-TG-TGH-04466 # TG # TGH # Telegraph # Medium # 394 #  #  # 
002300900009000005000050007700680003020700010400003006100040000200000160008007500 # 05 # 03 # 2020 # 05059 # 2020-03-05 # 81 # 2020-03-05-TG-TGH-05059 # TG # TGH # Telegraph # Medium # 394 #  #  # 
100000000075000000064037800001900300020508000006004100003150920000000630000000008 # 27 # 08 # 2020 # 05234 # 2020-08-27 # 81 # 2020-08-27-TG-TGH-05234 # TG # TGH # Telegraph # Medium # 394 #  #  # 
050802701000010000240060030000000005680000009900040000060020057000000000702509010 # 26 # 02 # 2022 # 05782 # 2022-02-26 # 81 # 2022-02-26-TG-TGH-05782 # TG # TGH # Telegraph # Medium # 394 #  #  # 
016000238900004170000000000000002050020563040030800000000000000061700002287000310 # 27 # 10 # 2022 # 004 # 2022-10-27 # 81 # 2022-10-27-SC--004 # SC #  # Cracking The Cryptic # Medium # 396 # 0:23:50 #  # FH NS HS LP
040000000000581300005000279030700420000090000014008090926000500001462000000000030 # 22 # 10 # 2008 # 01178 # 2008-10-22 # 81 # 2008-10-22-TG-TGH-01178 # TG # TGH # Telegraph # Medium # 396 #  #  # 
000005000000249080063800090007000849000020000534000200040003760080714000000600000 # 28 # 10 # 2010 # 01809 # 2010-10-28 # 81 # 2010-10-28-TG-TGH-01809 # TG # TGH # Telegraph # Medium # 396 #  #  # 
030008000200100005100905807610000050005000400040000012300802009900001008000600070 # 17 # 01 # 2013 # 02505 # 2013-01-17 # 81 # 2013-01-17-TG-TGH-02505 # TG # TGH # Telegraph # Medium # 396 #  #  # 
000506000000010046004209000047000310308000700091000860000904600830050000000801000 # 21 # 03 # 2015 # 03248 # 2015-03-21 # 81 # 2015-03-21-TG-TGH-03248 # TG # TGH # Telegraph # Hard # 396 #  #  # 
010790040094000720300000000002905800000040000005301600000000003071000260060084070 # 05 # 10 # 2017 # 04177 # 2017-10-05 # 81 # 2017-10-05-TG-TGH-04177 # TG # TGH # Telegraph # Medium # 396 #  #  # 
970020008000090004000305200009000807000246000302000600008902000500060000200030091 # 16 # 01 # 2019 # 04645 # 2019-01-16 # 81 # 2019-01-16-TG-TGH-04645 # TG # TGH # Telegraph # Medium # 396 #  #  # 
040300000010000560200080000100730058009801200070064001000040005063000040000007080 # 19 # 10 # 2019 # 04921 # 2019-10-19 # 81 # 2019-10-19-TG-TGH-04921 # TG # TGH # Telegraph # Medium # 396 #  #  # 
